!	I-ORG	comentava uma senhora perante	Álvaro Cunhal	I-PER
!	I-ORG	lembra	Soares Franco	I-PER
? . . .	I-PER	ser	? .	I-PER
? »	I-ORG	não perde uma canção de	Johnny Hartman	I-PER
A &	I-ORG	amp	Network Systems International	I-ORG
A Noruega	I-LOC	anunciou ontem a expulsão do	iraniano	I-LOC
A Sérvia	I-LOC	invade a	Albânia	I-LOC
A'haroni	I-PER	mostra a	Ricardo	I-PER
A.J.S	I-LOC	tornou	Warre	I-ORG
A.T	I-PER	é uma questão de	optimismo	I-PER
AAC	I-ORG	dirige fortes críticas à gestão de	Tiago Magalhães	I-PER
AAC	I-ORG	negociou acordos aéreos com a	Áustria	I-LOC
AAC	I-ORG	não resistiu à anunciada saída de	António Vigário	I-PER
AAC	I-ORG	vai defender amanhã na reunião do	Senado	I-ORG
AACS	I-PER	considera	português	I-LOC
AACS	I-PER	considerou ainda	RDP	I-ORG
AACS	I-PER	juntou a	Liz	I-PER
AAIP	I-PER	condenou a posição do	Canadá	I-LOC
AAIP	I-PER	convidou as autoridades pesqueiras canadianas a visitarem	Portugal	I-LOC
AAP	I-ORG	entregue a	Mário Soares	I-PER
AAP	I-PER	comparecer em	Sagres	I-LOC
AAP	I-PER	esclarece	Sagres	I-LOC
AAP	I-PER	exigiu a	Foz Côa »	I-LOC
ABA	I-ORG	realiza em	Chicago	I-LOC
ABB	I-PER	assumiu a maior parte do capital da	Senete	I-LOC
ABB	I-PER	constatou já a existência de empresas em	Portugal	I-LOC
ABB	I-PER	encerrar as instalações de	Alverca	I-LOC
ABB	I-PER	prepara	Portugal	I-LOC
ABB	I-PER	ter assumido a maioria do capital da	Senete	I-LOC
ABC	I-ORG	explica	Miguel Almeida Santos	I-PER
ABC	I-ORG	impede	americano	I-LOC
ABC	I-ORG	não deveríamos ter noticiado	Philip Morris	I-PER
ABC	I-ORG	recusaram a retransmitir	NYPD Blues	I-ORG
ABC	I-ORG	rouba o primeiro lugar à	Warner	I-ORG
ABC	I-ORG	supera audiência da	CBS	I-ORG
ABC	I-ORG	tenha sido detido esta semana no	País	I-ORG
ABC News	I-ORG	dava	americanos	I-LOC
ABN Ambro Bank	I-ORG	inclui	Deutsche Bank	I-ORG
ABVL	I-PER	adoptou	Comissão	I-ORG
ABVL	I-PER	entregue na	Comissão	I-ORG
ABVP	I-PER	apresentou em	Lisboa	I-LOC
ACARTE	I-ORG	centra	Beuys	I-PER
ACB	I-ORG	abrir espaços próprios em	Amares	I-LOC
ACB	I-ORG	negociou com	Banco Espírito	I-ORG
ACCCIA	I-PER	desmentiu ter desencadeado qualquer investigação junto da	Air	I-ORG
ACE	I-ORG	cedeu o poder ao ministro da	Liamine Zéroual	I-PER
ACIL	I-PER	desenvolveu com o apoio do	Banco	I-ORG
ACNUR	I-LOC	deverão abandonar a	Krajina	I-LOC
ACNUR	I-PER	avisou	Ancara	I-LOC
ACNUR	I-PER	denunciou ontem	Genebra	I-LOC
ACP	I-ORG	esteve exposto no	Hotel	I-ORG
ACP	I-ORG	não reconhece a	Laura Rodrigues	I-PER
ACP	I-ORG	queria proporcionar na presença do ministro do	Comércio	I-ORG
ACP	I-ORG	reconhece	Papa João Paulo II	I-PER
ACP	I-ORG	revelaram ontem	Bruxelas	I-LOC
ACP	I-ORG	só foi conseguido	França	I-LOC
ACRA	I-LOC	poderia apresentar queixa à	Comunidade Europeia	I-ORG
AD	I-ORG	aderiu à	Monteiro	I-LOC
AD	I-ORG	admirando o carisma de	Sá Carneiro	I-PER
AD	I-ORG	ainda paira na sede do	Caldas	I-LOC
AD	I-ORG	apoia	Balsemão	I-LOC
AD	I-ORG	ascendeu ao cargo de ministro da	Defesa	I-ORG
AD	I-ORG	constituiu	Francisco Sá Carneiro	I-PER
AD	I-ORG	escolhe	Belém	I-LOC
AD	I-ORG	exigiu	Cultura	I-ORG
AD	I-ORG	ingressa pouco depois no	CDS	I-ORG
AD	I-ORG	integrando a direcção da	Monteiro	I-PER
AD	I-ORG	jogava	Sá Carneiro	I-PER
AD	I-ORG	juntando	PPD	I-ORG
AD	I-ORG	lembra	Ricardo Vieira	I-PER
AD	I-ORG	ocupou as pastas da	Indústria	I-ORG
AD	I-ORG	passa	Central	I-ORG
AD	I-ORG	recusar	PCP	I-ORG
AD	I-ORG	ter aprovado os nomes de	Carlos Pinto	I-PER
AD »	I-ORG	conclui	AD	I-ORG
ADA	I-ORG	conta aliás aproveitar o congestionamento do aeroporto de	Hong Kong	I-LOC
ADA	I-ORG	ser a	Macau Aviation Services Company	I-ORG
ADAPI	I-PER	corrige	Cavaco Silva	I-PER
ADAPI	I-PER	demonstrou	Itália	I-LOC
ADI	I-ORG	acusa o partido liderado por	Carlos Graça	I-PER
ADI	I-ORG	admitir	Miguel	I-PER
ADI	I-ORG	afecta	República	I-ORG
ADI	I-ORG	detém	Parlamento	I-ORG
ADI	I-ORG	participar no executivo chefiado por	Carlos Graça	I-PER
ADI	I-ORG	é o partido do	Presidente	I-ORG
AEA	I-PER	deslocaram	Pyongyang	I-LOC
AEA	I-PER	reuniu em	Luxemburgo	I-LOC
AEAP	I-PER	enviou	Angola	I-LOC
AECOPS	I-PER	já recolhidos pelo	Instituto Nacional de Estatística	I-ORG
AECOPS	I-PER	ser do	Sul	I-LOC
AEG	I-ORG	vai permitir aumentar a carteira de encomendas da	Sorefame	I-ORG
AEVP	I-LOC	recusou publicamente as críticas lançadas por	Mesquita	I-LOC
AFL	I-ORG	acusaram o chefe do Estado Maior	Hezekiah Bowen	I-PER
AFP	I-LOC	aponta para um terço da	chilena	I-LOC
AFP	I-LOC	nas paredes de	Moroni	I-PER
AFP	I-LOC	não é verdade	Michael	I-PER
AFP	I-ORG	admitem	Conselho	I-ORG
AFP	I-ORG	admitem	Nações Unidas	I-ORG
AFP	I-ORG	admitia a possibilidade de a	União Europeia	I-ORG
AFP	I-ORG	admitiam ontem	Clinton	I-PER
AFP	I-ORG	cita ainda	Tom Lodge	I-PER
AFP	I-ORG	cita os nomes de	Ximenes	I-PER
AFP	I-ORG	citava ontem a	londrina	I-LOC
AFP	I-ORG	confirmar	Luanda	I-LOC
AFP	I-ORG	descrevia	Teerão	I-LOC
AFP	I-ORG	interpretaram o discurso de	Fidel Castro	I-PER
AFP	I-ORG	interpretava a deslocação do líder da	UNITA	I-LOC
AFP	I-ORG	introduzia ontem	Robert Hue	I-PER
AFP	I-ORG	manifestam	Occhetto	I-PER
AFP	I-ORG	manifestaram algum alívio pela decisão do líder da	OLP	I-LOC
AFP	I-ORG	observava	Sérvia	I-LOC
AFP	I-ORG	partir de	Kampala	I-LOC
AFP	I-ORG	partir de	Nairobi	I-LOC
AFP	I-ORG	partir de	Nicósia	I-LOC
AFP	I-ORG	partir de	Nova Deli	I-LOC
AFP	I-ORG	poderá opor	dinamarquês	I-LOC
AFP	I-ORG	referiam ontem	Estados Unidos	I-LOC
AFP	I-ORG	referiram	França	I-LOC
AFP	I-ORG	referiram	Washington	I-PER
AFP	I-ORG	sublinha a possibilidade de	Estados Unidos	I-LOC
AFP	I-ORG	terão sido os	russos	I-LOC
AFP	I-ORG	via	noticiosa	I-ORG
AFP Hervé Clerc	I-PER	julgam comprometido o desejo de	Mazari	I-PER
AFP sublinham	I-ORG	socorrer	Bihac	I-PER
AGB	I-ORG	dava à	RTP	I-ORG
AGS	I-ORG	dedica à gestão de	ETAR	I-LOC
AI	I-ORG	acusa ainda	EUA	I-LOC
AI	I-ORG	acusando quer o partido de	Talabani	I-PER
AI	I-ORG	acusou ontem a	Grã	I-PER
AI	I-ORG	acusou ontem a	TAP	I-ORG
AI	I-ORG	admite criar movimento alternativo	Norte	I-LOC
AI	I-ORG	cobre as situações investigadas pela	AI	I-ORG
AI	I-ORG	considere	Ludgero	I-PER
AI	I-ORG	convidou a ministra a vir a	Portugal	I-LOC
AI	I-ORG	critica a forma como a	TAP	I-ORG
AI	I-ORG	demarcar da discussão promovida pelo	CEN	I-PER
AI	I-ORG	enviou à tarde um fax à	TAP	I-ORG
AI	I-ORG	hoje tornado público em	Londres	I-LOC
AI	I-ORG	já criticou as recentes execuções feitas em	Pequim	I-LOC
AI	I-ORG	lançou ontem um apelo aos países da	União Europeia	I-ORG
AI	I-ORG	mais agradam ao	chinês	I-LOC
AI	I-ORG	manifestar preocupações	Haiti	I-LOC
AI	I-ORG	mantém	Timor - Leste	I-LOC
AI	I-ORG	não são das	chinês	I-LOC
AI	I-ORG	ontem anunciou em	Londres	I-LOC
AI	I-ORG	ontem tornado público em	Londres	I-LOC
AI	I-ORG	pedir à	ONU	I-ORG
AI	I-ORG	receber a horas o dinheiro de	Bruxelas	I-LOC
AI	I-ORG	recordando os conflitos da	Bósnia	I-LOC
AI	I-ORG	refere ainda casos de	GNR	I-ORG
AI	I-ORG	substituiu	Eurico de Melo	I-PER
AI	I-ORG	também denuncia a	EUA	I-LOC
AI	I-ORG	ter pedido uma audiência à administração da	TAP	I-ORG
AI	I-ORG	traz a	Portugal	I-LOC
AI	I-ORG	trouxe	Kerry	I-PER
AI	I-PER	quer investigar	Timor	I-LOC
AI Portuense	I-ORG	abandonar a	Confederação	I-ORG
AI Portuense	I-ORG	vai organizar ao	Brasil	I-LOC
AI Portuense	I-PER	quer fazer alguma coisa pelos	Norte	I-LOC
AICCOPN	I-PER	abandonou a	Confederação	I-ORG
AICCOPN	I-PER	sucedeu ao	Grémio Regional	I-ORG
AICL	I-PER	sugeriu a escolha de uma cidade de	Portugal	I-LOC
AIEA	I-ORG	aguarda ainda a resposta norte	- coreana	I-LOC
AIEA	I-ORG	analisar as barras de	Pyongyang	I-LOC
AIEA	I-ORG	cancelou a ajuda técnica ao regime de	Pyongyang	I-LOC
AIEA	I-ORG	confirme definitivamente	Pyongyang	I-LOC
AIEA	I-ORG	considera um simples	americano	I-LOC
AIEA	I-ORG	cortou a assistência técnica ao	Norte	I-LOC
AIEA	I-ORG	declarados	norte - coreano	I-LOC
AIEA	I-ORG	declarados pelas autoridades de	Bagdad	I-LOC
AIEA	I-ORG	deseja reforçar a ajuda aos países da	Europa	I-LOC
AIEA	I-ORG	deverá reunir	Viena	I-LOC
AIEA	I-ORG	deverá também estar amanhã em	Nova Iorque	I-LOC
AIEA	I-ORG	iniciaram ontem em	Viena	I-LOC
AIEA	I-ORG	mantém	Coreia do Norte	I-LOC
AIEA	I-ORG	mantém na	Coreia do Norte	I-LOC
AIEA	I-ORG	sugira	Irão	I-LOC
AIEA	I-ORG	temia	Coreia do Norte	I-LOC
AIEA	I-ORG	ter anunciado na	Viena	I-LOC
AIEA	I-ORG	teriam sido revelados pelo director desta	Hans Blix	I-PER
AIEA	I-ORG	verificou as informações de	Klerk	I-PER
AIEA	I-ORG	visitarem	norte	I-LOC
AIEA )	I-ORG	opõe	Pyongyang	I-LOC
AIEA )	I-ORG	transitar para	Conselho	I-ORG
AIM	I-ORG	ter apurado de fontes diplomáticas	Portugal	I-LOC
AIM	I-ORG	trocam	Sérvia	I-LOC
AIP	I-ORG	comprometeu	Parque Expo	I-ORG
AIP	I-ORG	conseguindo convencer a organização de	Ludgero	I-PER
AIP	I-ORG	construir em	Santa Maria da Feira	I-LOC
AIP	I-ORG	entender	Rocha de Matos	I-PER
AIP	I-ORG	irritou com	Soares	I-PER
AIP	I-ORG	precedeu os discursos de	Ludgero Marques	I-PER
AIP	I-ORG	tomar a posição da	Parque Expo	I-ORG
AIP	I-ORG	trabalhar em	Espanha	I-LOC
AJP	I-PER	referiu	Associação	I-ORG
ALARCÃO	I-PER	ESPERA	COIMBRA	I-LOC
ALDA	I-PER	entregou ao governador civil	Gilberto Madaíl	I-PER
ALEMÃO WALTER JANKA	I-PER	leste	alemão	I-LOC
ALGARVE	I-LOC	PODERÃO ABRIR	Algarve	I-LOC
ALOIS BRUNNER	I-PER	ESTAR	ARGENTINA	I-LOC
ALS	I-LOC	auxiliar do	Exército	I-ORG
AMERICANO	I-LOC	FERIDO	BURUNDI	I-LOC
AMERICANOS	I-PER	ADMIRAM	CLINTON	I-PER
AMI	I-PER	apurou	Lisboa	I-LOC
AMI	I-PER	enviar amanhã para	Zaire	I-LOC
AMI	I-PER	for aos	Estados Unidos	I-LOC
AMI	I-PER	iniciar mais	Angola	I-LOC
AMI	I-PER	lidera a missão em	Goma	I-LOC
AMI	I-PER	mantém equipas de voluntários nas áreas de	acantonamento	I-LOC
AMI	I-PER	servir a população da	Vilinga	I-ORG
AMI	I-PER	vão continuar nas missões de	Muchene	I-LOC
AMM . . .	I-PER	fez parte da mítica	Music	I-ORG
AMR	I-PER	detém a	American Airlines	I-ORG
AN	I-ORG	quer governar a	Itália	I-LOC
AN	I-ORG	ser muito forte no	Sul	I-LOC
AN	I-ORG	volte a celebrar em	Itália	I-LOC
ANA	I-ORG	escolheu	Keith Mack	I-PER
ANA	I-ORG	gere os aeroportos internacionais do	Lisboa	I-LOC
ANA	I-ORG	informa	Keith Mack	I-PER
ANA	I-ORG	investiu em	Lisboa	I-LOC
ANA	I-ORG	não abandonou	`	I-ORG
ANA	I-ORG	poderá criar em	Santa Maria	I-LOC
ANA	I-ORG	queria o centro em	Lisboa	I-LOC
ANA »	I-ORG	defendeu o presidente da	Vila do Porto	I-LOC
ANC	I-LOC	deixarem a cidade negra de	Sakhile	I-PER
ANC	I-ORG	apresentou recentemente à	Secretaria	I-ORG
ANC	I-ORG	também fez um rasgado	Constand Viljoen	I-PER
ANC	I-ORG	transfere	Fafe	I-LOC
ANCSA	I-PER	premiou	Siza Vieira	I-PER
ANDREOTTI	I-PER	NEGA	italiano	I-LOC
ANDRÉ TÉCHINÉ	I-PER	reunir	Deneuve	I-PER
ANGOP	I-PER	citou ontem	Presidente	I-ORG
ANIA	I-PER	das acusações de racismo de	Zwanna	I-PER
ANIL	I-LOC	é o facto de a	Parmalat	I-ORG
ANIM	I-ORG	sair da	CIP	I-ORG
ANIM	I-PER	sair da	CIP	I-ORG
ANIT	I-PER	escrever a	Pinto	I-PER
ANM	I-PER	juntou dezenas de	autarcas	I-LOC
ANMP	I-LOC	inicia em	Lisboa	I-LOC
ANMP	I-PER	defendeu	LFL	I-ORG
ANMP	I-PER	já desafiou	português	I-LOC
ANMP	I-PER	pressiona	Guterres	I-PER
ANMP	I-PER	terem sido	Nunes Liberato	I-PER
ANP	I-ORG	instalou em	Gaza	I-LOC
ANP	I-ORG	poderão lidar com	Hamas	I-ORG
ANPEB	I-PER	advoga a divisão da	Educação	I-ORG
ANS	I-ORG	celebrar	Porto	I-LOC
ANS	I-ORG	convencer	Faria	I-PER
ANS	I-ORG	já interessa	Deco	I-PER
ANS	I-ORG	respeitante a	Federação	I-ORG
ANS	I-ORG	sabe muito bem	CC	I-ORG
ANS	I-ORG	ão também	Porto	I-LOC
ANTRAM	I-ORG	constitui exemplo único na	União Europeia	I-ORG
ANTRAM	I-ORG	foi expressamente prometido pelo ministro das	Públicas	I-ORG
ANTRAM	I-PER	lidera reunião em	San Diego	I-LOC
ANTÓNIO GUTERRES	I-PER	esmagou ontem	Fernando Nogueira	I-PER
AOL	I-ORG	perguntaram	Microsoft	I-ORG
AP	I-ORG	recebeu no seu escritório de	Nova Iorque	I-LOC
APA	I-ORG	pagará à	Parque Expo	I-ORG
APA	I-ORG	referir	Tordesilhas	I-LOC
APAT	I-LOC	ser formada pelo	Joaquim Borges	I-PER
APAT	I-PER	comprar a delegação do	Norte	I-LOC
APB	I-PER	não compareceu	anteontem	I-PER
APCC	I-PER	citou a posição da	Associação Portuguesa de	I-ORG
APDC	I-ORG	atingiu o cartão Visa	Sonae	I-ORG
APDL	I-PER	enviar técnicos a	Maputo	I-LOC
APE	I-PER	distingue	Mário de Carvalho	I-PER
APE	I-PER	fizeram	Fernando J	I-PER
APE	I-PER	não saiba demonstra	vegeta	I-PER
APEC	I-ORG	agrupa	Estados Unidos	I-LOC
APEC	I-ORG	agrupa	Indonésia	I-LOC
APEC	I-ORG	antecede a	Estado	I-LOC
APEC	I-ORG	assemelhar	União Europeia	I-ORG
APEC	I-ORG	debater ontem em	Jakarta	I-LOC
APEC	I-ORG	inclui a	Indonésia	I-LOC
APEC	I-ORG	levará	Bill Clinton	I-PER
APEC	I-ORG	limitar a	Timor - Leste	I-LOC
APEC	I-ORG	realiza na	Indonésia	I-LOC
APEC	I-ORG	realiza na	indonésia	I-LOC
APEC	I-ORG	realiza na	javanesa	I-LOC
APEC	I-ORG	realiza na cidade de	Bagor	I-LOC
APEC	I-ORG	sustentar a	americana	I-LOC
APEC	I-ORG	traria a	Jacarta	I-LOC
APEL	I-ORG	propõe ao	Governo	I-ORG
APEL	I-PER	não vê	Portugal	I-LOC
APEL	I-PER	saber	China	I-LOC
APEMETA	I-PER	referiu o presidente desta	Gustavo Pereira	I-PER
APG	I-ORG	enviar uma exposição ao Provedor de	Justiça	I-ORG
APH	I-PER	alertou a	Comissão	I-ORG
APH	I-PER	envia o processo para a	Procuradoria	I-ORG
APIH	I-PER	encarregou	Almeida Gonçalves	I-PER
APIMA	I-PER	partir de	Janeiro	I-LOC
APIT	I-PER	considera	Guterres	I-PER
APL	I-ORG	foi antecedido pelo primeiro Encontro de	Lisboa	I-LOC
APLC	I-ORG	abriu ontem com homenagem a	Jacinto	I-PER
APLC	I-PER	realizou o seu primeiro congresso em	Lisboa	I-LOC
APLOG	I-PER	contratou	Ana Palinhos	I-PER
APMD	I-ORG	apresentou	Tribunal	I-ORG
APMD	I-PER	acusa mesmo	português	I-LOC
APMD	I-PER	contesta a posição do	português	I-LOC
APMD	I-PER	reunir com a	Confederação Brasileira	I-ORG
APP	I-ORG	adiantando	Paulo Mendo	I-PER
APS	I-ORG	encarregou a	Secretaria Regional	I-ORG
APS	I-ORG	entregou a	Paulo Mendo	I-PER
APS	I-ORG	organizou recentemente	Fórum	I-ORG
APS	I-ORG	referiu	Belhadj	I-PER
APSI	I-ORG	adquiriu um exemplar num estabelecimento de	Lisboa	I-LOC
APU	I-ORG	apoiou a candidatura presidencial de	Maria	I-PER
AR	I-LOC	efectuar aos	Açores	I-LOC
AR	I-LOC	já desencadeou diligências anteriormente	redundar	I-PER
AR	I-LOC	pretendia apresentar	República	I-LOC
AR	I-LOC	vai ser por	David Alone	I-PER
AR	I-LOC	vir	Durão	I-PER
AR	I-ORG	aceitava encabeçar a lista em	Leiria	I-LOC
AR	I-ORG	acrescentava	Maria Rebeca	I-PER
AR	I-ORG	acusa mesmo	PSD	I-ORG
AR	I-ORG	antecipando	Monteiro	I-PER
AR	I-ORG	anunciar o empenhamento do	PSD	I-ORG
AR	I-ORG	assumir	PSD »	I-ORG
AR	I-ORG	deixando	PSD	I-ORG
AR	I-ORG	elogia	Maria	I-PER
AR	I-ORG	encontram nos	Açores	I-LOC
AR	I-ORG	entregar a	Barbosa	I-PER
AR	I-ORG	falarem de	Timor	I-LOC
AR	I-ORG	fiscalizar financeiramente uma empresa regida pelo	Direito	I-ORG
AR	I-ORG	intervir nas decisões de	Portugal	I-LOC
AR	I-ORG	inviabilizando eleição de	Abecasis	I-PER
AR	I-ORG	irritou	Pacheco Pereira	I-PER
AR	I-ORG	mandou	Executivo	I-ORG
AR	I-ORG	prometeu nos	Açores	I-LOC
AR	I-ORG	pune	Abecasis	I-PER
AR	I-ORG	quando entrar em discussão o projecto do	CDS	I-ORG
AR	I-ORG	realizar a visita de	Estado	I-LOC
AR	I-ORG	reorganiza	República	I-LOC
AR	I-ORG	ser reciclados	Maria Rebeca	I-PER
AR	I-ORG	vê ponte do	Montijo	I-LOC
AR argelinos	I-LOC	sequestraram um avião da	Air France	I-ORG
ARD	I-ORG	acusou	turco	I-LOC
ARMÉNIA	I-LOC	pôs em causa ontem as negociações com	Azerbaijão	I-LOC
ARS	I-LOC	já tinha decidido em	Janeiro	I-LOC
ARÁBIA Saudita	I-LOC	ajudou o regime iraquiano de	Saddam Hussein	I-PER
AS NAÇÕES	I-ORG	poderão abandonar a questão do	Sara	I-PER
AS NAÇÕES UNIDAS	I-ORG	admitem	Luanda	I-LOC
AS NAÇÕES UNIDAS	I-ORG	estão a trabalhar a meio pano no	Sara	I-ORG
AS NAÇÕES Unidas	I-ORG	enviar para	Angola	I-LOC
AS NAÇÕES Unidas	I-ORG	mandaram encerrar ontem o aeroporto internacional de	Sarajevo	I-LOC
AS NAÇÕES Unidas	I-ORG	pediram à	AMI	I-PER
ASA	I-ORG	conhecer em	Portugal	I-LOC
ASA	I-ORG	encontra em	Portugal	I-LOC
ASA	I-ORG	já assegurou a tradução da obra para	Portugal	I-LOC
ASE	I-PER	enviara ao	Fundão	I-LOC
ASEAN	I-ORG	agrupa a	Tailândia	I-LOC
ASEAN	I-ORG	arrastar	Vietname	I-LOC
ASEAN	I-ORG	confirmar o ponto de vista de	Washington	I-LOC
ASEAN	I-ORG	dará ao	Vietname	I-LOC
ASEAN	I-ORG	decorrer em	Banguecoque	I-LOC
ASEAN	I-ORG	desencadear uma acção de solidariedade com	Timor	I-LOC
ASEAN	I-ORG	era fazer sair	Vietname	I-LOC
ASEAN	I-ORG	estar hoje em	Washington	I-LOC
ASEAN	I-ORG	faz parte a	Indonésia	I-LOC
ASEAN	I-ORG	integra a	Indonésia	I-LOC
ASEAN	I-ORG	leu	Ramos	I-PER
ASEAN	I-ORG	ocorrerá em	Banguecoque	I-LOC
ASEAN	I-ORG	permitir ao	Vietname	I-LOC
ASEAN	I-ORG	realiza na próxima semana no	Brunei	I-LOC
ASEAN	I-ORG	realizou em	Karlsruhe	I-LOC
ASEAN	I-ORG	resolver a questão de	Timor Leste	I-LOC
ASEAN	I-ORG	reúne	Brunei	I-LOC
ASEAN	I-ORG	também faz parte a	Indonésia	I-LOC
ASEAN	I-ORG	ter aberto o mês passado os braços ao	Vietname	I-LOC
ASEAN	I-ORG	ter agora eco em	Rangoon	I-LOC
ASFIC	I-PER	prepara para breve manifestações automóveis a realizar em	Lisboa	I-LOC
ASJP	I-LOC	reúne no Palácio da	Justiça	I-ORG
ASP	I-ORG	fundam outra organização associativa na	PSP	I-ORG
ASPP	I-LOC	acusando	Conselho Superior	I-ORG
ASPP	I-PER	acusa	Guedes	I-PER
ASPP	I-PER	prepara defesa de	José	I-PER
ASTA	I-PER	encontra	George Bush	I-PER
AT	I-ORG	amp	Arábia Saudita	I-LOC
AT	I-ORG	amp	British Telecom	I-ORG
AT	I-ORG	amp	China	I-LOC
AT	I-ORG	amp	Concert	I-ORG
AT	I-ORG	amp	Corporation	I-ORG
AT	I-ORG	amp	Global Information Services	I-ORG
AT	I-ORG	amp	Singapura	I-LOC
AT	I-ORG	amp	Sprint	I-ORG
AT	I-ORG	amp	World	I-ORG
AT	I-ORG	descreveu a	China	I-LOC
AT &	I-ORG	amp	Corporation	I-ORG
AT &	I-ORG	amp	franceses	I-LOC
AT &	I-ORG	amp	norte - americana	I-LOC
ATC	I-ORG	anunciou a	português	I-LOC
ATC	I-ORG	planeia lançar em	Portugal	I-LOC
ATLANTIS	I-PER	MANIFESTA	Trabalhadores	I-LOC
AU	I-ORG	comentar o problema da	FA	I-ORG
AUM	I-PER	TENTOU MATAR	Aum	I-PER
AZT	I-PER	não põe	Sandra	I-PER
Aaron Spelling	I-PER	partir para	Malibu	I-LOC
Aarão	I-PER	reunirá	Peter Stein	I-PER
Aarão »	I-PER	reunirá	Peter Stein	I-PER
Abacha	I-LOC	incitou a	Shell	I-ORG
Abacha	I-LOC	sair de uma reunião com	indonésio	I-LOC
Abacha	I-PER	assumiu directamente a chefia da	Nigéria	I-LOC
Abacha	I-PER	ofende	Mandela	I-PER
Abadin	I-PER	sugeriu	Bósnia	I-LOC
Abbado	I-PER	dirigiu então a	Orquestra Juvenil	I-ORG
Abbado	I-PER	planeou	Mahler	I-PER
Abbas Musavi	I-PER	ter sido morto	Exército judaico	I-ORG
Abbie	I-PER	manteve a	Grã	I-LOC
Abbie Humphries	I-PER	foi levado há	Queen's Medical Centre	I-ORG
Abbot	I-LOC	iniciar em	França	I-LOC
Abbé Pierre	I-PER	conversar com o bispo de	Lisboa	I-LOC
Abdel Halim Khaddam	I-PER	enviar a	Israel	I-LOC
Abdel Kader Bajammal	I-PER	acompanha	Al	I-PER
Abdel Rahman	I-PER	aprovava um atentado contra a	ONU	I-ORG
Abdelhak Bouhafs	I-PER	trouxe a	Portugal	I-LOC
Abdelillah	I-PER	também usa o pseudónimo de	Rachid	I-PER
Abdelkrim Deneche	I-PER	confirmar	franceses	I-LOC
Abdelkrim Deneche	I-PER	reconhece apenas ser simpatizante do	GIA	I-PER
Abdic	I-PER	combate	Exército	I-ORG
Abdic	I-PER	cortou relações com	Sarajevo	I-LOC
Abdic	I-PER	podem frustrar o trabalho do	Comissariado	I-ORG
Abdic	I-PER	proclamou ontem a	República	I-LOC
Abdic	I-PER	resistir à ofensiva de	Sarajevo	I-LOC
Abdic	I-PER	ter sido derrotado	Exército	I-ORG
Abdoh	I-PER	refugiou	Londres	I-LOC
Abdou Diouf	I-PER	abandonaram	Tunes	I-LOC
Abdou Diouf	I-PER	haver substituído na chefia do	Léopold Sédar Senghor	I-PER
Abdou Diouf	I-PER	obrigou	Executivo guineense	I-ORG
Abdul - Karim al -	I-PER	qualificou	americano	I-LOC
Abdul Dostam	I-PER	juntaram	Hekmatyar	I-PER
Abdul Hamid II	I-PER	considera	Europa	I-LOC
Abdul Hamid II	I-PER	ser derrubado pelos	Turcos	I-LOC
Abdullah	I-PER	encontrou com a dirigente israelita	Golda Meir	I-PER
Abdullah	I-PER	recorda	Hussein	I-PER
Abdullah Bin Hussein al -	I-PER	ter partido ontem para	Riad	I-LOC
Abdullah Gül	I-PER	advoga	Turquia	I-LOC
Abdullah Ocalan	I-PER	deseja	Curdistão	I-LOC
Abdullah Shah	I-PER	deslocar	Islamabad	I-LOC
